Distance to edge[mm];ERF values;PSF values;
-0,0184128;0,841272;0,622868;
-0,018081;0,844869;0,614727;
-0,0177492;0,84808;0,607527;
-0,0174175;0,851565;0,601114;
-0,0170857;0,853741;0,593711;
-0,016754;0,854519;0,585838;
-0,0164222;0,858265;0,579561;
-0,0160904;0,859216;0,573596;
-0,0157587;0,86248;0,567583;
-0,0154269;0,864893;0,561938;
-0,0150952;0,868408;0,555578;
-0,0147634;0,870615;0,550514;
-0,0144316;0,872279;0,545242;
-0,0140999;0,874928;0,541392;
-0,0137681;0,877233;0,53621;
-0,0134363;0,880827;0,531308;
-0,0131046;0,883673;0,526599;
-0,0127728;0,887057;0,52218;
-0,0124411;0,888492;0,516956;
-0,0121093;0,891842;0,510465;
-0,0117775;0,894336;0,503611;
-0,0114458;0,896858;0,496835;
-0,011114;0,899142;0,490257;
-0,0107823;0,902105;0,483768;
-0,0104505;0,903467;0,47681;
-0,0101187;0,905503;0,469926;
-0,00978697;0,907678;0,463588;
-0,00945521;0,910027;0,45656;
-0,00912345;0,910555;0,449511;
-0,00879169;0,91167;0,441731;
-0,00845993;0,912007;0,434682;
-0,00812817;0,914749;0,427618;
-0,00779641;0,917845;0,420291;
-0,00746464;0,919892;0,414435;
-0,00713288;0,921022;0,408209;
-0,00680112;0,922414;0,402863;
-0,00646936;0,923335;0,39631;
-0,0061376;0,926436;0,390319;
-0,00580584;0,927728;0,38415;
-0,00547408;0,92945;0,377951;
-0,00514231;0,929614;0,372271;
-0,00481055;0,932854;0,366999;
-0,00447879;0,933541;0,36188;
-0,00414703;0,934444;0,356045;
-0,00381527;0,936353;0,349819;
-0,00348351;0,937627;0,343893;
-0,00315175;0,938915;0,338182;
-0,00281999;0,940498;0,332542;
-0,00248822;0,941696;0,327222;
-0,00215646;0,944226;0,321717;
-0,0018247;0,945737;0,316641;
-0,00149294;0,945761;0,31177;
-0,00116118;0,947327;0,307382;
-0,000829417;0,947849;0,304037;
-0,000497656;0,949355;0,300234;
-0,000165894;0,951136;0,296949;
0,000165867;0,952567;0,294033;
0,000497628;0,952222;0,291529;
0,00082939;0,951904;0,290182;
0,00116115;0,95295;0,288622;
0,00149291;0,953607;0,286817;
0,00182467;0,95349;0,284894;
0,00215644;0,954672;0,283066;
0,0024882;0,956464;0,281345;
0,00281996;0,957026;0,280775;
0,00315172;0,957169;0,279605;
0,00348348;0,958341;0,278095;
0,00381524;0,959735;0,275942;
0,004147;0,960504;0,273765;
0,00447876;0,962072;0,269833;
0,00481053;0,963485;0,26659;
0,00514229;0,965232;0,263356;
0,00547405;0,965387;0,259532;
0,00580581;0,967637;0,256413;
0,00613757;0,968231;0,253838;
0,00646933;0,969083;0,25143;
0,00680109;0,970427;0,249701;
0,00713286;0,971162;0,246924;
0,00746462;0,971107;0,243476;
0,00779638;0,972094;0,241098;
0,00812814;0,971583;0,238456;
0,0084599;0,972487;0,236186;
0,00879166;0,971681;0,232964;
0,00912342;0,972803;0,229018;
0,00945518;0,97365;0,224714;
0,00978695;0,974776;0,220932;
0,0101187;0,975288;0,21783;
0,0104505;0,97499;0,214757;
0,0107822;0,975123;0,211802;
0,011114;0,975877;0,209726;
0,0114458;0,976491;0,207283;
0,0117775;0,976349;0,204501;
0,0121093;0,975786;0,201807;
0,012441;0,976406;0,200039;
0,0127728;0,977011;0,198961;
0,0131046;0,978795;0,197771;
0,0134363;0,979787;0,197374;
0,0137681;0,980247;0,196653;
0,0140998;0,981571;0,196698;
0,0144316;0,982797;0,196696;
0,0147634;0,983026;0,197788;
0,0150951;0,983326;0,198699;
0,0154269;0,983648;0,1994;
0,0157587;0,983543;0,200185;
0,0160904;0,983878;0,19971;
0,0164222;0,984478;0,198822;
0,0167539;0,984461;0,197784;
0,0170857;0,98445;0,196121;
0,0174175;0,984599;0,194391;
0,0177492;0,985394;0,192587;
0,018081;0,985444;0,190939;
0,0184127;0,985027;0,189104;
0,0187445;0,985295;0,187521;
0,0190763;0,985728;0,185637;
0,019408;0,985757;0,18302;
0,0197398;0,986094;0,181531;
0,0200715;0,986546;0,180152;
0,0204033;0,987499;0,178476;
0,0207351;0,987777;0,176937;
0,0210668;0,988818;0,174826;
0,0213986;0,989614;0,173012;
0,0217304;0,989807;0,171346;
0,0220621;0,990721;0,170553;
0,0223939;0,991211;0,16919;
0,0227256;0,992286;0,168243;
0,0230574;0,991989;0,167063;
0,0233892;0,991936;0,165591;
0,0237209;0,991894;0,163691;
0,0240527;0,990909;0,161732;
0,0243844;0,991207;0,158833;
0,0247162;0,990755;0,15577;
0,025048;0,99123;0,152348;
0,0253797;0,991124;0,149592;
0,0257115;0,991518;0,147233;
0,0260433;0,991451;0,145425;
0,026375;0,992348;0,143896;
0,0267068;0,991953;0,14199;
0,0270385;0,993205;0,139949;
0,0273703;0,99319;0,139197;
0,0277021;0,992657;0,139789;
0,0280338;0,992201;0,140318;
0,0283656;0,992774;0,140591;
0,0286973;0,991945;0,140692;
0,0290291;0,991972;0,141327;
0,0293609;0,991895;0,141768;
0,0296926;0,991301;0,14195;
0,0300244;0,992518;0,142376;
0,0303562;0,993717;0,143401;
0,0306879;0,994327;0,14395;
0,0310197;0,994102;0,144607;
0,0313514;0,994235;0,145705;
0,0316832;0,993608;0,146199;
0,032015;0,994204;0,145852;
0,0323467;0,993898;0,145288;
0,0326785;0,993467;0,14451;
0,0330102;0,993382;0,143189;
0,033342;0,994441;0,142247;
0,0336738;0,9947;0,141249;
0,0340055;0,995849;0,140476;
0,0343373;0,995431;0,140189;
0,034669;0,994844;0,139911;
0,0350008;0,994538;0,139377;
0,0353326;0,994603;0,139455;
0,0356643;0,995512;0,139238;
0,0359961;0,995555;0,139281;
0,0363279;0,994403;0,138422;
0,0366596;0,993503;0,137304;
0,0369914;0,993681;0,136271;
0,0373231;0,994043;0,135223;
0,0376549;0,994949;0,134095;
0,0379867;0,994874;0,132935;
0,0383184;0,995661;0,131718;
0,0386502;0,996086;0,130552;
0,0389819;0,996593;0,130316;
0,0393137;0,995705;0,130559;
0,0396455;0,996066;0,130229;
0,0399772;0,996289;0,12931;
0,040309;0,995108;0,129466;
0,0406408;0,995296;0,130121;
0,0409725;0,994954;0,13133;
0,0413043;0,995086;0,13142;
0,041636;0,995041;0,131396;
0,0419678;0,995461;0,132185;
0,0422996;0,996006;0,132762;
0,0426313;0,995989;0,133385;
0,0429631;0,996497;0,134255;
0,0432948;0,995746;0,13457;
0,0436266;0,996074;0,134706;
0,0439584;0,996291;0,134654;
0,0442901;0,995869;0,134189;
0,0446219;0,995362;0,133936;
0,0449536;0,995366;0,132828;
0,0452854;0,994995;0,131698;
0,0456172;0,994894;0,129635;
0,0459489;0,995006;0,127845;
0,0462807;0,995427;0,126139;
0,0466125;0,994916;0,12503;
0,0469442;0,995902;0,123215;
0,047276;0,996448;0,121019;
0,0476077;0,997199;0,118297;
0,0479395;0,997706;0,115753;
0,0482713;0,996837;0,11328;
0,048603;0,9968;0,110909;
0,0489348;0,997154;0,108621;
0,0492665;0,99616;0,106546;
0,0495983;0,995254;0,105421;
0,0499301;0,994973;0,10463;
0,0502618;0,995605;0,104843;
0,0505936;0,996068;0,105509;
0,0509254;0,99568;0,107415;
0,0512571;0,996346;0,108892;
0,0515889;0,995415;0,11013;
0,0519206;0,994639;0,111745;
0,0522524;0,993508;0,112628;
0,0525842;0,993229;0,113551;
0,0529159;0,993312;0,114268;
0,0532477;0,993652;0,115203;
0,0535794;0,992919;0,115729;
0,0539112;0,992399;0,116468;
0,054243;0,991471;0,118141;
0,0545747;0,993214;0,12017;
0,0549065;0,993992;0,123117;
0,0552383;0,994258;0,127171;
0,05557;0,993668;0,130699;
0,0559018;0,993956;0,135747;
0,0562335;0,994942;0,140782;
0,0565653;0,99536;0,144691;
0,0568971;0,995125;0,148378;
0,0572288;0,994687;0,150822;
0,0575606;0,995722;0,152667;
0,0578923;0,995731;0,154721;
0,0582241;0,995574;0,156608;
0,0585559;0,996081;0,158176;
0,0588876;0,996165;0,159073;
0,0592194;0,995946;0,1593;
0,0595511;0,995897;0,159055;
0,0598829;0,994896;0,157707;
0,0602147;0,995321;0,156614;
0,0605464;0,9953;0,154506;
0,0608782;0,994945;0,152291;
0,06121;0,995321;0,150007;
0,0615417;0,996202;0,147694;
0,0618735;0,996484;0,1454;
0,0622052;0,996233;0,142971;
0,062537;0,997494;0,139561;
0,0628688;0,998464;0,135987;
0,0632005;0,998127;0,133214;
0,0635323;0,998896;0,130892;
0,063864;0,998797;0,128029;
0,0641958;0,998055;0,125142;
0,0645276;0,998847;0,122075;
0,0648593;0,998024;0,119678;
0,0651911;0,9972;0,11859;
0,0655228;0,997865;0,117446;
0,0658546;0,996925;0,117159;
0,0661864;0,997091;0,117358;
0,0665181;0,997966;0,118539;
0,0668499;0,997065;0,119359;
0,0671817;0,995802;0,121261;
0,0675134;0,995956;0,122984;
0,0678452;0,996855;0,124772;
0,0681769;0,997502;0,126433;
0,0685087;0,99693;0,127049;
0,0688405;0,997031;0,128215;
0,0691722;0,996187;0,129598;
0,069504;0,99556;0,130692;
0,0698358;0,99534;0,131755;
0,0701675;0,995127;0,132845;
0,0704993;0,995582;0,132985;
0,070831;0,995445;0,133053;
0,0711628;0,995189;0,132334;
0,0714946;0,995772;0,131467;
0,0718263;0,996801;0,130056;
0,0721581;0,996847;0,127993;
0,0724898;0,99822;0,125789;
0,0728216;0,998278;0,123253;
0,0731534;0,998366;0,120661;
0,0734851;0,999133;0,117642;
0,0738169;1;0,114938;
0,0741486;0,999265;0,111154;
0,0744804;0,999177;0,107208;
0,0748122;0,998176;0,103297;
0,0751439;0,998095;0,099398;
0,0754757;0,997652;0,0950042;
0,0758075;0,997179;0,090088;
0,0761392;0,995565;0,0859376;
0,076471;0,995486;0,0829648;
0,0768027;0,994294;0,0797517;
0,0771345;0,993476;0,0759708;
0,0774663;0,994188;0,0722814;
0,077798;0,99285;0,0688128;
0,0781298;0,99298;0,066106;
0,0784615;0,992479;0,0637193;
0,0787933;0,992077;0,0621744;
0,0791251;0,992106;0,0618322;
0,0794568;0,992863;0,0625643;
0,0797886;0,991994;0,0645037;
0,0801203;0,992497;0,0674826;
0,0804521;0,993013;0,0710583;
0,0807839;0,992434;0,0757081;
0,0811156;0,991863;0,0801657;
0,0814474;0,991863;0,0848999;
0,0817792;0,990833;0,089382;
0,0821109;0,990039;0,0949456;
0,0824427;0,990479;0,1007;
0,0827744;0,988307;0,105929;
0,0831062;0,989385;0,110395;
0,083438;0,989913;0,114872;
0,0837697;0,988733;0,119189;
0,0841015;0,989216;0,123855;
0,0844333;0,989531;0,127734;
0,084765;0,989075;0,131129;
0,0850968;0,988796;0,13446;
0,0854285;0,988726;0,137582;
0,0857603;0,989291;0,140381;
0,0860921;0,989558;0,142837;
0,0864238;0,989071;0,145096;
0,0867556;0,989686;0,14696;
0,0870873;0,989065;0,148961;
0,0874191;0,990123;0,150019;
0,0877509;0,990816;0,150922;
0,0880826;0,990912;0,15076;
0,0884144;0,991298;0,148875;
0,0887461;0,990802;0,146732;
0,0890779;0,991011;0,144944;
0,0894097;0,992107;0,142841;
0,0897414;0,991821;0,140536;
0,0900732;0,992373;0,138273;
0,090405;0,993304;0,137173;
0,0907367;0,993355;0,136218;
0,0910685;0,992638;0,13572;
0,0914002;0,992689;0,135204;
0,091732;0,992632;0,134365;
0,0920638;0,992272;0,13358;
0,0923955;0,992297;0,132058;
0,0927273;0,99172;0,129835;
0,093059;0,991256;0,127176;
0,0933908;0,991158;0,124178;
0,0937226;0,990927;0,121015;
0,0940543;0,99004;0,118448;
0,0943861;0,990606;0,116062;
0,0947179;0,989906;0,114036;
0,0950496;0,990418;0,112118;
0,0953814;0,990727;0,11109;
0,0957131;0,989585;0,110644;
0,0960449;0,989754;0,109877;
0,0963767;0,98997;0,109545;
0,0967084;0,989915;0,108763;
0,0970402;0,99114;0,108059;
0,0973719;0,993214;0,107722;
0,0977037;0,992828;0,106538;
0,0980355;0,993233;0,104853;
0,0983672;0,993066;0,103486;
0,098699;0,992376;0,101019;
0,0990307;0,992279;0,0989608;
0,0993625;0,99066;0,0965803;
0,0996943;0,989331;0,0928585;
0,100026;0,988507;0,0884742;
0,100358;0,988178;0,0837178;
0,10069;0,986891;0,0796408;
0,101021;0,988114;0,0757273;
0,101353;0,98741;0,071718;
0,101685;0,98693;0,0682183;
0,102017;0,988164;0,0656275;
0,102348;0,987989;0,0634888;
0,10268;0,987696;0,0625727;
0,103012;0,987276;0,0627366;
0,103344;0,987371;0,0642055;
0,103675;0,987209;0,0663397;
0,104007;0,986683;0,0705043;
0,104339;0,985237;0,0750171;
0,104671;0,984846;0,0801763;
0,105002;0,9845;0,086954;
0,105334;0,984613;0,0935382;
0,105666;0,984187;0,100601;
0,105998;0,983184;0,107775;
0,10633;0,982183;0,114261;
0,106661;0,982341;0,120256;
0,106993;0,98329;0,126945;
0,107325;0,98278;0,132777;
0,107657;0,982995;0,138229;
0,107988;0,982733;0,143441;
0,10832;0,982493;0,148371;
0,108652;0,983004;0,153148;
0,108984;0,98362;0,157339;
0,109315;0,985039;0,161436;
0,109647;0,984631;0,164538;
0,109979;0,984904;0,167954;
0,110311;0,986006;0,169872;
0,110642;0,98615;0,17151;
0,110974;0,986478;0,172366;
0,111306;0,987511;0,172007;
0,111638;0,987352;0,170597;
0,111969;0,987438;0,168663;
0,112301;0,988073;0,165923;
0,112633;0,988073;0,163162;
0,112965;0,987518;0,15865;
0,113296;0,987669;0,153306;
0,113628;0,987432;0,147755;
0,11396;0,987457;0,141843;
0,114292;0,988586;0,136469;
0,114624;0,988894;0,131135;
0,114955;0,989961;0,126204;
0,115287;0,990635;0,122087;
0,115619;0,989462;0,118792;
0,115951;0,98853;0,116055;
0,116282;0,988304;0,112852;
0,116614;0,987702;0,110294;
0,116946;0,987224;0,108174;
0,117278;0,985878;0,106286;
0,117609;0,985803;0,10535;
0,117941;0,986357;0,104328;
0,118273;0,986085;0,103537;
0,118605;0,986544;0,103024;
0,118936;0,986638;0,103515;
0,119268;0,986365;0,104799;
0,1196;0,986382;0,1065;
0,119932;0,987009;0,108751;
0,120263;0,986281;0,111521;
0,120595;0,986476;0,114201;
0,120927;0,986144;0,117689;
0,121259;0,986316;0,120967;
0,121591;0,984851;0,124522;
0,121922;0,98564;0,126677;
0,122254;0,985919;0,12826;
0,122586;0,9868;0,129539;
0,122918;0,987278;0,129848;
0,123249;0,986721;0,129453;
0,123581;0,986213;0,127821;
0,123913;0,985754;0,125342;
0,124245;0,985555;0,12103;
0,124576;0,985732;0,115186;
0,124908;0,985279;0,109214;
0,12524;0,98517;0,102514;
0,125572;0,985223;0,0957521;
0,125903;0,984949;0,0891704;
0,126235;0,985598;0,0829856;
0,126567;0,985657;0,0772141;
0,126899;0,986442;0,0706772;
0,12723;0,98685;0,064413;
0,127562;0,986141;0,0588043;
0,127894;0,986208;0,054414;
0,128226;0,985904;0,0504807;
0,128558;0,984917;0,047816;
0,128889;0,984401;0,0457941;
0,129221;0,983552;0,0452118;
0,129553;0,982332;0,045761;
0,129885;0,980786;0,0475895;
0,130216;0,980039;0,0508567;
0,130548;0,977759;0,055673;
0,13088;0,977924;0,0622599;
0,131212;0,977913;0,0696668;
0,131543;0,976968;0,0786562;
0,131875;0,977327;0,0879248;
0,132207;0,977363;0,0980972;
0,132539;0,976865;0,108927;
0,13287;0,976517;0,120117;
0,133202;0,976464;0,131453;
0,133534;0,976226;0,14241;
0,133866;0,976236;0,153098;
0,134197;0,97725;0,163904;
0,134529;0,977105;0,174827;
0,134861;0,977215;0,184923;
0,135193;0,977163;0,194554;
0,135524;0,978467;0,202846;
0,135856;0,980695;0,209743;
0,136188;0,981382;0,215257;
0,13652;0,982621;0,220283;
0,136852;0,982505;0,224028;
0,137183;0,983648;0,225917;
0,137515;0,984338;0,225619;
0,137847;0,985678;0,223831;
0,138179;0,985311;0,221258;
0,13851;0,986631;0,217817;
0,138842;0,986953;0,213828;
0,139174;0,987538;0,208105;
0,139506;0,987334;0,201399;
0,139837;0,988617;0,194569;
0,140169;0,988896;0,187425;
0,140501;0,988321;0,179251;
0,140833;0,988217;0,170548;
0,141164;0,98714;0,161335;
0,141496;0,986994;0,15204;
0,141828;0,987083;0,142409;
0,14216;0,987374;0,132269;
0,142491;0,988075;0,122001;
0,142823;0,988175;0,112802;
0,143155;0,988295;0,103893;
0,143487;0,987908;0,0950479;
0,143819;0,988322;0,0870202;
0,14415;0,988555;0,0798587;
0,144482;0,98873;0,0747859;
0,144814;0,989363;0,0709824;
0,145146;0,988936;0,0681816;
0,145477;0,987066;0,0666521;
0,145809;0,986814;0,0653751;
0,146141;0,986292;0,0649135;
0,146473;0,986356;0,0645014;
0,146804;0,986302;0,0642053;
0,147136;0,984802;0,0637891;
0,147468;0,983463;0,0630576;
0,1478;0,982;0,0623611;
0,148131;0,982651;0,0615954;
0,148463;0,982033;0,0610215;
0,148795;0,98246;0,0609529;
0,149127;0,981024;0,0600601;
0,149458;0,980563;0,0593652;
0,14979;0,980785;0,0598594;
0,150122;0,979944;0,0601167;
0,150454;0,978864;0,0609442;
0,150786;0,978853;0,0630526;
0,151117;0,979439;0,0666662;
0,151449;0,979793;0,0705711;
0,151781;0,979228;0,0749295;
0,152113;0,979727;0,0794502;
0,152444;0,979765;0,0846833;
0,152776;0,980325;0,0905173;
0,153108;0,981072;0,0962068;
0,15344;0,98086;0,10245;
0,153771;0,98028;0,108494;
0,154103;0,978531;0,113557;
0,154435;0,977429;0,11887;
0,154767;0,976742;0,124688;
0,155098;0,976718;0,130945;
0,15543;0,976417;0,137428;
0,155762;0,976398;0,144519;
0,156094;0,975832;0,151491;
0,156425;0,977374;0,157878;
0,156757;0,976957;0,164139;
0,157089;0,97754;0,170921;
0,157421;0,977556;0,176524;
0,157752;0,978027;0,181592;
0,158084;0,978628;0,185083;
0,158416;0,978843;0,188637;
0,158748;0,978694;0,191512;
0,15908;0,979999;0,193336;
0,159411;0,981819;0,196;
0,159743;0,982217;0,197302;
0,160075;0,982;0,197924;
0,160407;0,98295;0,197722;
0,160738;0,983132;0,196106;
0,16107;0,984103;0,193554;
0,161402;0,984274;0,190124;
0,161734;0,984998;0,185877;
0,162065;0,985756;0,18009;
0,162397;0,985528;0,172879;
0,162729;0,985924;0,163245;
0,163061;0,986495;0,152191;
0,163392;0,986303;0,140886;
0,163724;0,987351;0,129189;
0,164056;0,986928;0,117319;
0,164388;0,986747;0,105296;
0,164719;0,985016;0,0938228;
0,165051;0,983577;0,082154;
0,165383;0,984019;0,0718727;
0,165715;0,984047;0,0609926;
0,166047;0,983624;0,0511392;
0,166378;0,983015;0,0420042;
0,16671;0,982666;0,0334912;
0,167042;0,982405;0,0251177;
0,167374;0,982015;0,0176389;
0,167705;0,9817;0,0122612;
0,168037;0,981054;0,00774433;
0,168369;0,978891;0,00468132;
0,168701;0,979826;0,0018722;
0,169032;0,979171;0,000345356;
0,169364;0,977851;0;
0,169696;0,977194;0,00115705;
0,170028;0,97693;0,00473821;
0,170359;0,975457;0,00928462;
0,170691;0,974079;0,0148627;
0,171023;0,972808;0,0217586;
0,171355;0,97078;0,0289759;
0,171686;0,970821;0,0372306;
0,172018;0,970328;0,0460966;
0,17235;0,970105;0,0552918;
0,172682;0,970113;0,0649129;
0,173014;0,970036;0,0737124;
0,173345;0,969672;0,0821128;
0,173677;0,969;0,0900234;
0,174009;0,969326;0,0982963;
0,174341;0,968699;0,106879;
0,174672;0,968493;0,114978;
0,175004;0,968433;0,123206;
0,175336;0,968006;0,130481;
0,175668;0,96853;0,13809;
0,175999;0,969667;0,144781;
0,176331;0,970098;0,150432;
0,176663;0,969552;0,154917;
0,176995;0,97125;0,158216;
0,177326;0,970995;0,159655;
0,177658;0,971379;0,161117;
0,17799;0,971808;0,161836;
0,178322;0,973254;0,16213;
0,178653;0,973236;0,161449;
0,178985;0,972568;0,160241;
0,179317;0,972567;0,157492;
0,179649;0,973122;0,153573;
0,179981;0,972536;0,148815;
0,180312;0,972718;0,143943;
0,180644;0,972824;0,140216;
0,180976;0,972606;0,136948;
0,181308;0,972119;0,133885;
0,181639;0,971916;0,131354;
0,181971;0,971563;0,128503;
0,182303;0,97182;0,125905;
0,182635;0,971813;0,123748;
0,182966;0,972423;0,121758;
0,183298;0,973216;0,11945;
0,18363;0,973082;0,117457;
0,183962;0,972136;0,116582;
0,184293;0,972701;0,115724;
0,184625;0,971725;0,115888;
0,184957;0,971771;0,116897;
0,185289;0,971732;0,118014;
0,18562;0,971843;0,119533;
0,185952;0,971768;0,122164;
0,186284;0,972892;0,124515;
0,186616;0,97368;0,127635;
0,186948;0,972133;0,132171;
0,187279;0,971172;0,136915;
0,187611;0,971557;0,140564;
0,187943;0,970808;0,144163;
0,188275;0,97078;0,147965;
0,188606;0,971773;0,151425;
0,188938;0,972862;0,154321;
0,18927;0,973487;0,156775;
0,189602;0,973871;0,159353;
0,189933;0,973212;0,160699;
0,190265;0,973354;0,161562;
0,190597;0,972862;0,162529;
0,190929;0,973179;0,163723;
0,19126;0,972902;0,165041;
0,191592;0,972688;0,166193;
0,191924;0,973356;0,166105;
0,192256;0,973868;0,164655;
0,192587;0,97484;0,161673;
0,192919;0,97467;0,158551;
0,193251;0,975898;0,154712;
0,193583;0,976637;0,150538;
0,193914;0,97675;0,146605;
0,194246;0,976934;0,142259;
0,194578;0,977281;0,137168;
0,19491;0,977846;0,131766;
0,195242;0,977697;0,127398;
0,195573;0,977962;0,122446;
0,195905;0,976552;0,115963;
0,196237;0,976137;0,110174;
0,196569;0,975869;0,104929;
0,1969;0,975436;0,0992159;
0,197232;0,975316;0,0946085;
0,197564;0,975232;0,0907157;
0,197896;0,974667;0,0876171;
0,198227;0,975057;0,0850376;
0,198559;0,973942;0,0828961;
0,198891;0,974426;0,0805657;
0,199223;0,974416;0,0786483;
0,199554;0,974023;0,077777;
0,199886;0,973152;0,0781431;
0,200218;0,972483;0,0799151;
0,20055;0,971414;0,0832453;
0,200881;0,971906;0,0875555;
0,201213;0,972041;0,092214;
0,201545;0,972109;0,0983917;
0,201877;0,971282;0,105081;
0,202209;0,972224;0,112392;
0,20254;0,971343;0,120375;
0,202872;0,971337;0,128044;
0,203204;0,971351;0,135589;
0,203536;0,972077;0,143161;
0,203867;0,972365;0,150544;
0,204199;0,97117;0,15649;
0,204531;0,970418;0,16122;
0,204863;0,970948;0,165298;
0,205194;0,971463;0,168983;
0,205526;0,972221;0,172136;
0,205858;0,973309;0,176148;
0,20619;0,974011;0,179774;
0,206521;0,974872;0,182274;
0,206853;0,974616;0,184306;
0,207185;0,974236;0,185683;
0,207517;0,974117;0,18633;
0,207848;0,974957;0,186129;
0,20818;0,976462;0,185309;
0,208512;0,976676;0,182914;
0,208844;0,977427;0,179524;
0,209176;0,977208;0,17566;
0,209507;0,97732;0,171259;
0,209839;0,978236;0,165767;
0,210171;0,979171;0,159388;
0,210503;0,978633;0,152108;
0,210834;0,978434;0,144973;
0,211166;0,97908;0,13809;
0,211498;0,977915;0,130024;
0,21183;0,977845;0,121924;
0,212161;0,97791;0,113028;
0,212493;0,977487;0,103939;
0,212825;0,976788;0,0940185;
0,213157;0,977057;0,0837096;
0,213488;0,977696;0,0737962;
0,21382;0,977064;0,0653964;
0,214152;0,977826;0,0582362;
0,214484;0,978032;0,0514648;
0,214815;0,976139;0,0449402;
0,215147;0,975596;0,0394506;
0,215479;0,975594;0,0335511;
0,215811;0,974616;0,0282478;
0,216143;0,974235;0,0232072;
0,216474;0,972766;0,0200409;
0,216806;0,972905;0,0186355;
0,217138;0,97109;0,0187056;
0,21747;0,970635;0,0199988;
0,217801;0,969857;0,0234965;
0,218133;0,969027;0,0273042;
0,218465;0,968245;0,032268;
0,218797;0,969003;0,0378383;
0,219128;0,968273;0,0447767;
0,21946;0,967898;0,0520981;
0,219792;0,966237;0,0609892;
0,220124;0,965361;0,070024;
0,220455;0,964492;0,0789799;
0,220787;0,964189;0,0886547;
0,221119;0,964372;0,0986386;
0,221451;0,964118;0,108222;
0,221782;0,964089;0,118566;
0,222114;0,96411;0,129527;
0,222446;0,965242;0,139847;
0,222778;0,965305;0,149177;
0,223109;0,964646;0,158142;
0,223441;0,965135;0,166701;
0,223773;0,965778;0,173729;
0,224105;0,965066;0,180141;
0,224437;0,966517;0,185695;
0,224768;0,966725;0,190166;
0,2251;0,968771;0,1935;
0,225432;0,969515;0,195577;
0,225764;0,97046;0,196671;
0,226095;0,970862;0,196047;
0,226427;0,970514;0,19514;
0,226759;0,969774;0,193252;
0,227091;0,970564;0,190032;
0,227422;0,971314;0,185239;
0,227754;0,972541;0,179324;
0,228086;0,971763;0,171153;
0,228418;0,971533;0,162801;
0,228749;0,970932;0,154334;
0,229081;0,97162;0,145613;
0,229413;0,971521;0,136059;
0,229745;0,972172;0,127474;
0,230076;0,97226;0,118721;
0,230408;0,972927;0,110056;
0,23074;0,972487;0,101183;
0,231072;0,972311;0,0928512;
0,231404;0,97251;0,0851696;
0,231735;0,97238;0,0765143;
0,232067;0,972489;0,0691565;
0,232399;0,970728;0,0629733;
0,232731;0,970157;0,0579663;
0,233062;0,970559;0,0539032;
0,233394;0,970028;0,0522534;
0,233726;0,968878;0,0512502;
0,234058;0,968538;0,0511844;
0,234389;0,967632;0,0519212;
0,234721;0,967504;0,0535434;
0,235053;0,966641;0,0556341;
0,235385;0,965973;0,058283;
0,235716;0,96488;0,0624949;
0,236048;0,964558;0,0677797;
0,23638;0,96489;0,073442;
0,236712;0,965014;0,0799541;
0,237043;0,965104;0,0867426;
0,237375;0,96412;0,0947545;
0,237707;0,962616;0,104412;
0,238039;0,962842;0,114284;
0,238371;0,963703;0,124676;
0,238702;0,962834;0,134823;
0,239034;0,963094;0,144175;
0,239366;0,962818;0,152025;
0,239698;0,963679;0,15948;
0,240029;0,96382;0,165556;
0,240361;0,964062;0,170146;
0,240693;0,965435;0,172919;
0,241025;0,965288;0,175454;
0,241356;0,966384;0,176976;
0,241688;0,966697;0,177972;
0,24202;0,967211;0,178957;
0,242352;0,967523;0,178415;
0,242683;0,967897;0,177013;
0,243015;0,969221;0,174924;
0,243347;0,968667;0,172612;
0,243679;0,968827;0,170069;
0,24401;0,969046;0,166303;
0,244342;0,969517;0,162388;
0,244674;0,969467;0,157993;
0,245006;0,970616;0,153873;
0,245338;0,971202;0,149761;
0,245669;0,970931;0,144939;
0,246001;0,970292;0,139211;
0,246333;0,97016;0,133195;
0,246665;0,968729;0,127441;
0,246996;0,969277;0,122014;
0,247328;0,967917;0,116882;
0,24766;0,967884;0,111808;
0,247992;0,967529;0,107644;
0,248323;0,968454;0,103632;
0,248655;0,967154;0,0993039;
0,248987;0,967908;0,0950922;
0,249319;0,96869;0,0917268;
0,24965;0,969569;0,0883229;
0,249982;0,968658;0,0848362;
0,250314;0,968051;0,0829743;
0,250646;0,968827;0,0813782;
0,250977;0,967977;0,0808276;
0,251309;0,967748;0,0804415;
0,251641;0,967487;0,0797647;
0,251973;0,967791;0,0798955;
0,252304;0,96677;0,0799918;
0,252636;0,966245;0,0810521;
0,252968;0,966215;0,0828293;
0,2533;0,965692;0,0851543;
0,253632;0,965544;0,0876576;
0,253963;0,965154;0,0906129;
0,254295;0,96447;0,0930774;
0,254627;0,963959;0,0961763;
0,254959;0,96388;0,0992611;
0,25529;0,963068;0,102091;
0,255622;0,962795;0,105179;
0,255954;0,963584;0,108227;
0,256286;0,963123;0,110871;
0,256617;0,962166;0,113704;
0,256949;0,96196;0,117129;
0,257281;0,961824;0,120626;
0,257613;0,963216;0,123095;
0,257944;0,963283;0,126021;
0,258276;0,963231;0,128757;
0,258608;0,964439;0,13011;
0,25894;0,964688;0,131947;
0,259271;0,964294;0,134485;
0,259603;0,964199;0,137489;
