Distance to edge[mm];ERF values;PSF values;
-0,145052;0,0127239;0,144789;
-0,144898;0,0130108;0,145792;
-0,144745;0,0129618;0,146786;
-0,144591;0,0130519;0,146889;
-0,144437;0,0122303;0,145989;
-0,144284;0,0132308;0,14514;
-0,14413;0,0131678;0,143636;
-0,143977;0,014024;0,142656;
-0,143823;0,0132781;0,141803;
-0,14367;0,0141714;0,140495;
-0,143516;0,0148931;0,13862;
-0,143362;0,0146758;0,136172;
-0,143209;0,0148063;0,132893;
-0,143055;0,0144603;0,128686;
-0,142902;0,0147736;0,123661;
-0,142748;0,0148459;0,118867;
-0,142594;0,01563;0,113848;
-0,142441;0,0158358;0,108073;
-0,142287;0,0144906;0,102032;
-0,142134;0,0138269;0,0957587;
-0,14198;0,0153342;0,0894362;
-0,141826;0,0133942;0,0823214;
-0,141673;0,0139598;0,075081;
-0,141519;0,0150177;0,068187;
-0,141366;0,0142551;0,0620909;
-0,141212;0,0148633;0,0566839;
-0,141058;0,0146294;0,0508417;
-0,140905;0,0143777;0,0459799;
-0,140751;0,01444;0,0414428;
-0,140598;0,0136613;0,0375104;
-0,140444;0,0127982;0,0343823;
-0,14029;0,0114845;0,0318861;
-0,140137;0,0117876;0,0310974;
-0,139983;0,0105976;0,0302497;
-0,13983;0,0108486;0,0302176;
-0,139676;0,0110603;0,0309797;
-0,139522;0,0109168;0,0329664;
-0,139369;0,0111699;0,0352146;
-0,139215;0,0111858;0,0374172;
-0,139062;0,0110933;0,0403785;
-0,138908;0,0102967;0,0443218;
-0,138754;0,0102457;0,0490682;
-0,138601;0,0118886;0,0541134;
-0,138447;0,0131652;0,0597397;
-0,138294;0,0125481;0,0665898;
-0,13814;0,0115264;0,0740201;
-0,137986;0,0108141;0,0811592;
-0,137833;0,00985081;0,0876111;
-0,137679;0,00977683;0,0940822;
-0,137526;0,00975343;0,100491;
-0,137372;0,00921739;0,106501;
-0,137218;0,00881721;0,113705;
-0,137065;0,00877927;0,121466;
-0,136911;0,00900267;0,128685;
-0,136758;0,00846789;0,136714;
-0,136604;0,00803763;0,144294;
-0,136451;0,00806636;0,151305;
-0,136297;0,00781414;0,157513;
-0,136143;0,00833185;0,164094;
-0,13599;0,00917231;0,171539;
-0,135836;0,00999381;0,178191;
-0,135683;0,00991838;0,184213;
-0,135529;0,0108165;0,189489;
-0,135375;0,0112283;0,194485;
-0,135222;0,0115827;0,199245;
-0,135068;0,0131639;0,203651;
-0,134915;0,0142808;0,207307;
-0,134761;0,0152791;0,210453;
-0,134607;0,0144079;0,212404;
-0,134454;0,0152156;0,213927;
-0,1343;0,0159042;0,215615;
-0,134147;0,0158669;0,21727;
-0,133993;0,0169351;0,218933;
-0,133839;0,0174519;0,220552;
-0,133686;0,0174144;0,221744;
-0,133532;0,0174565;0,221783;
-0,133379;0,0177681;0,221155;
-0,133225;0,0182682;0,220353;
-0,133071;0,0180909;0,218789;
-0,132918;0,0182665;0,216685;
-0,132764;0,0179604;0,214498;
-0,132611;0,0185969;0,211569;
-0,132457;0,0187194;0,207199;
-0,132303;0,0189388;0,201173;
-0,13215;0,0180323;0,195716;
-0,131996;0,0192062;0,190215;
-0,131843;0,0200261;0,183711;
-0,131689;0,0216551;0,177292;
-0,131535;0,0218095;0,169139;
-0,131382;0,0223692;0,159852;
-0,131228;0,0215584;0,150388;
-0,131075;0,0209919;0,140755;
-0,130921;0,022342;0,13064;
-0,130767;0,0211508;0,120811;
-0,130614;0,0216428;0,110659;
-0,13046;0,0214106;0,101341;
-0,130307;0,0218727;0,0931447;
-0,130153;0,0224283;0,0858087;
-0,13;0,0217322;0,0786199;
-0,129846;0,0207019;0,0710807;
-0,129692;0,0229779;0,0637944;
-0,129539;0,023199;0,0569291;
-0,129385;0,0219393;0,0497058;
-0,129232;0,0222159;0,0433606;
-0,129078;0,0211215;0,0379542;
-0,128924;0,0211675;0,0323949;
-0,128771;0,0208633;0,0272986;
-0,128617;0,0210932;0,0228141;
-0,128464;0,021193;0,0199185;
-0,12831;0,0206604;0,017765;
-0,128156;0,0210062;0,0159559;
-0,128003;0,0196652;0,014687;
-0,127849;0,0198568;0,0134535;
-0,127696;0,0191729;0,0124654;
-0,127542;0,0194183;0,0116908;
-0,127388;0,0194164;0,0121499;
-0,127235;0,0182658;0,0122856;
-0,127081;0,0179955;0,0141025;
-0,126928;0,0175207;0,0170336;
-0,126774;0,0172115;0,0208719;
-0,12662;0,0171485;0,0255683;
-0,126467;0,016116;0,0301004;
-0,126313;0,0153281;0,0350003;
-0,12616;0,0132005;0,0393734;
-0,126006;0,0122429;0,0446468;
-0,125852;0,0124699;0,050513;
-0,125699;0,0117736;0,0572483;
-0,125545;0,012888;0,0642566;
-0,125392;0,0134923;0,0712471;
-0,125238;0,013615;0,0786445;
-0,125084;0,0138691;0,0861915;
-0,124931;0,0144539;0,093805;
-0,124777;0,0138903;0,101064;
-0,124624;0,0151379;0,108176;
-0,12447;0,0151204;0,114469;
-0,124316;0,0143801;0,121351;
-0,124163;0,0143742;0,128462;
-0,124009;0,0147154;0,135047;
-0,123856;0,0155268;0,141687;
-0,123702;0,0156264;0,148874;
-0,123548;0,0165574;0,155003;
-0,123395;0,0177983;0,161201;
-0,123241;0,0180023;0,16671;
-0,123088;0,018237;0,171816;
-0,122934;0,0186345;0,176194;
-0,122781;0,0184951;0,180754;
-0,122627;0,0180506;0,185335;
-0,122473;0,0181818;0,188689;
-0,12232;0,01778;0,191634;
-0,122166;0,0178872;0,19397;
-0,122013;0,0185051;0,195457;
-0,121859;0,0186892;0,196663;
-0,121705;0,019056;0,197744;
-0,121552;0,0201171;0,199118;
-0,121398;0,019818;0,199885;
-0,121245;0,0213882;0,200094;
-0,121091;0,020035;0,200585;
-0,120937;0,0199062;0,201443;
-0,120784;0,0196434;0,201402;
-0,12063;0,0199304;0,201213;
-0,120477;0,020683;0,200671;
-0,120323;0,0212774;0,200575;
-0,120169;0,0231288;0,201788;
-0,120016;0,02456;0,202908;
-0,119862;0,0243405;0,204003;
-0,119709;0,0237472;0,204576;
-0,119555;0,0226271;0,203818;
-0,119401;0,0230239;0,203384;
-0,119248;0,0222489;0,201974;
-0,119094;0,0231263;0,200552;
-0,118941;0,024103;0,199179;
-0,118787;0,0235871;0,197763;
-0,118633;0,0253386;0,196277;
-0,11848;0,0265476;0,193328;
-0,118326;0,0265896;0,190371;
-0,118173;0,0262211;0,187524;
-0,118019;0,0265132;0,18434;
-0,117865;0,0272715;0,181439;
-0,117712;0,0278846;0,178274;
-0,117558;0,0270251;0,174715;
-0,117405;0,026158;0,170947;
-0,117251;0,0278153;0,167409;
-0,117097;0,0276662;0,163063;
-0,116944;0,0294174;0,157598;
-0,11679;0,0289097;0,151735;
-0,116637;0,0287838;0,145696;
-0,116483;0,0297269;0,139929;
-0,116329;0,0296268;0,134179;
-0,116176;0,0303915;0,128522;
-0,116022;0,0305654;0,122712;
-0,115869;0,0317673;0,116443;
-0,115715;0,0312787;0,110766;
-0,115562;0,0309486;0,104351;
-0,115408;0,0307522;0,0968504;
-0,115254;0,0305598;0,0890644;
-0,115101;0,0303819;0,0812154;
-0,114947;0,0291282;0,074001;
-0,114794;0,0296911;0,0666126;
-0,11464;0,0291221;0,0596321;
-0,114486;0,0284463;0,0533029;
-0,114333;0,0276177;0,046908;
-0,114179;0,0252721;0,0408463;
-0,114026;0,0263252;0,0349393;
-0,113872;0,0266341;0,0284696;
-0,113718;0,0265911;0,0224667;
-0,113565;0,0288974;0,0174342;
-0,113411;0,0273039;0,0136193;
-0,113258;0,0277208;0,0101401;
-0,113104;0,0273445;0,0074351;
-0,11295;0,026692;0,00534879;
-0,112797;0,0256615;0,00335597;
-0,112643;0,0258198;0,00212044;
-0,11249;0,026082;0,000746068;
-0,112336;0,0256385;0;
-0,112182;0,0259198;0,000115574;
-0,112029;0,0263084;0,00136529;
-0,111875;0,0255709;0,00356296;
-0,111722;0,0249467;0,00509814;
-0,111568;0,025194;0,0067985;
-0,111414;0,0243129;0,00956191;
-0,111261;0,0221352;0,0133099;
-0,111107;0,0221281;0,0172729;
-0,110954;0,0226402;0,0220181;
-0,1108;0,0220937;0,0275416;
-0,110646;0,0218076;0,0344669;
-0,110493;0,0213544;0,0409092;
-0,110339;0,0207327;0,048315;
-0,110186;0,0206522;0,0563582;
-0,110032;0,0205614;0,0648483;
-0,109878;0,0204313;0,0734056;
-0,109725;0,0192986;0,0816268;
-0,109571;0,0197822;0,0898989;
-0,109418;0,0201297;0,0984288;
-0,109264;0,0209653;0,107197;
-0,10911;0,0195873;0,117211;
-0,108957;0,0202482;0,126151;
-0,108803;0,0212038;0,136097;
-0,10865;0,0218555;0,145798;
-0,108496;0,0218202;0,154796;
-0,108343;0,0223283;0,16379;
-0,108189;0,0225071;0,17259;
-0,108035;0,0214199;0,181464;
-0,107882;0,0213339;0,189472;
-0,107728;0,0214906;0,19735;
-0,107575;0,0215245;0,204875;
-0,107421;0,0220615;0,21066;
-0,107267;0,0224946;0,216055;
-0,107114;0,0238041;0,221497;
-0,10696;0,0238539;0,22616;
-0,106807;0,0244211;0,230345;
-0,106653;0,025782;0,233927;
-0,106499;0,0261219;0,236091;
-0,106346;0,0256728;0,237622;
-0,106192;0,0259154;0,237921;
-0,106039;0,0262792;0,236711;
-0,105885;0,0262443;0,23383;
-0,105731;0,0278965;0,229518;
-0,105578;0,0286464;0,224653;
-0,105424;0,0298266;0,218707;
-0,105271;0,0314979;0,211556;
-0,105117;0,0316755;0,204474;
-0,104963;0,0327737;0,196009;
-0,10481;0,0316914;0,187334;
-0,104656;0,0316755;0,178603;
-0,104503;0,033928;0,169629;
-0,104349;0,0331141;0,160933;
-0,104195;0,033492;0,152191;
-0,104042;0,0330238;0,142995;
-0,103888;0,0333836;0,133493;
-0,103735;0,032935;0,124235;
-0,103581;0,0334251;0,116063;
-0,103427;0,0334438;0,107309;
-0,103274;0,0332187;0,0994243;
-0,10312;0,0313252;0,0909699;
-0,102967;0,0322861;0,0843933;
-0,102813;0,0316082;0,077586;
-0,102659;0,0305414;0,0711571;
-0,102506;0,031045;0,0650215;
-0,102352;0,0307732;0,0592515;
-0,102199;0,0309559;0,0537686;
-0,102045;0,0327329;0,0485142;
-0,101891;0,0325697;0,0449008;
-0,101738;0,0318709;0,0421246;
-0,101584;0,0316157;0,0401947;
-0,101431;0,0303905;0,0388942;
-0,101277;0,0310747;0,038482;
-0,101124;0,0290832;0,0392012;
-0,10097;0,0286782;0,0406322;
-0,100816;0,0281213;0,0429806;
-0,100663;0,0282069;0,0458734;
-0,100509;0,0282698;0,0496356;
-0,100356;0,0270202;0,0546447;
-0,100202;0,0271778;0,0611295;
-0,100048;0,0269952;0,0679654;
-0,0998948;0,0268218;0,0747113;
-0,0997412;0,0275506;0,0814275;
-0,0995876;0,0271874;0,0870761;
-0,099434;0,0266095;0,0936829;
-0,0992804;0,0274346;0,100065;
-0,0991268;0,0283878;0,106236;
-0,0989732;0,0295653;0,112506;
-0,0988196;0,0286814;0,118117;
-0,098666;0,0285962;0,124662;
-0,0985124;0,0286206;0,130656;
-0,0983588;0,0282148;0,136775;
-0,0982052;0,0285728;0,14344;
-0,0980516;0,0291697;0,150199;
-0,097898;0,0297871;0,157047;
-0,0977444;0,0298784;0,164163;
-0,0975908;0,0300866;0,171619;
-0,0974372;0,0311547;0,178272;
-0,0972836;0,0304688;0,184492;
-0,09713;0,0311445;0,190675;
-0,0969764;0,0309707;0,196628;
-0,0968228;0,0317545;0,201869;
-0,0966692;0,0313861;0,206603;
-0,0965156;0,0312866;0,211328;
-0,0963621;0,0318195;0,214942;
-0,0962085;0,0319908;0,217841;
-0,0960549;0,0326306;0,219732;
-0,0959013;0,0328991;0,219715;
-0,0957477;0,0334882;0,21866;
-0,0955941;0,0339777;0,217022;
-0,0954405;0,0350655;0,214576;
-0,0952869;0,0354371;0,212744;
-0,0951333;0,0355769;0,209933;
-0,0949797;0,0352237;0,207358;
-0,0948261;0,0357596;0,204054;
-0,0946725;0,0363351;0,200004;
-0,0945189;0,0354682;0,194573;
-0,0943653;0,0347987;0,18868;
-0,0942117;0,0345425;0,182657;
-0,0940581;0,0351556;0,176733;
-0,0939045;0,0363645;0,170667;
-0,0937509;0,0381571;0,164656;
-0,0935973;0,0397887;0,158226;
-0,0934437;0,0394773;0,15157;
-0,0932901;0,0400608;0,144928;
-0,0931365;0,0397904;0,138375;
-0,0929829;0,0403464;0,130696;
-0,0928294;0,0408478;0,121867;
-0,0926758;0,0414069;0,114018;
-0,0925222;0,0430746;0,106377;
-0,0923686;0,0411981;0,099502;
-0,092215;0,0413806;0,0933049;
-0,0920614;0,0408435;0,0875254;
-0,0919078;0,0410114;0,0822153;
-0,0917542;0,0399158;0,0778701;
-0,0916006;0,0392599;0,0731645;
-0,091447;0,038989;0,0683689;
-0,0912934;0,0384839;0,0648642;
-0,0911398;0,0374913;0,0624058;
-0,0909862;0,0385825;0,0604654;
-0,0908326;0,0375018;0,0584598;
-0,090679;0,0376191;0,0570167;
-0,0905254;0,0376198;0,0563509;
-0,0903718;0,0375336;0,0573534;
-0,0902182;0,0376571;0,0585028;
-0,0900646;0,0377235;0,0610011;
-0,089911;0,0371097;0,064575;
-0,0897574;0,037021;0,0688975;
-0,0896038;0,0369074;0,0743712;
-0,0894503;0,0366939;0,0813354;
-0,0892967;0,0355839;0,0884527;
-0,0891431;0,0345267;0,0959231;
-0,0889895;0,0346093;0,103612;
-0,0888359;0,0346926;0,112674;
-0,0886823;0,0351733;0,121643;
-0,0885287;0,0361057;0,13101;
-0,0883751;0,0359721;0,140956;
-0,0882215;0,0369843;0,15204;
-0,0880679;0,0365177;0,163419;
-0,0879143;0,0367666;0,175228;
-0,0877607;0,036895;0,186234;
-0,0876071;0,0367752;0,196558;
-0,0874535;0,0376009;0,207383;
-0,0872999;0,0386873;0,218457;
-0,0871463;0,0383958;0,229986;
-0,0869927;0,0395564;0,241177;
-0,0868391;0,0405692;0,252805;
-0,0866855;0,0409637;0,263795;
-0,0865319;0,0418312;0,274112;
-0,0863783;0,0419815;0,282878;
-0,0862247;0,0428442;0,291483;
-0,0860711;0,0434618;0,299604;
-0,0859176;0,0437845;0,30726;
-0,085764;0,043301;0,314072;
-0,0856104;0,0451692;0,320193;
-0,0854568;0,0468835;0,326114;
-0,0853032;0,0458214;0,331495;
-0,0851496;0,0467579;0,335662;
-0,084996;0,0471384;0,339281;
-0,0848424;0,0493106;0,341354;
-0,0846888;0,0498555;0,343467;
-0,0845352;0,0513689;0,344535;
-0,0843816;0,051585;0,344194;
-0,084228;0,0532513;0,343681;
-0,0840744;0,0537492;0,341911;
-0,0839208;0,0540428;0,339797;
-0,0837672;0,0550827;0,336948;
-0,0836136;0,055191;0,333277;
-0,08346;0,0546919;0,328787;
-0,0833064;0,0550841;0,323477;
-0,0831528;0,0557733;0,316779;
-0,0829992;0,056877;0,310436;
-0,0828456;0,0569598;0,30346;
-0,082692;0,0580632;0,295596;
-0,0825384;0,0583729;0,286656;
-0,0823849;0,0599678;0,277207;
-0,0822313;0,0608931;0,267556;
-0,0820777;0,0627525;0,257172;
-0,0819241;0,0636573;0,247662;
-0,0817705;0,0655264;0,238422;
-0,0816169;0,066437;0,229282;
-0,0814633;0,0653672;0,219241;
-0,0813097;0,0661975;0,208893;
-0,0811561;0,0656454;0,198382;
-0,0810025;0,0668173;0,187985;
-0,0808489;0,065929;0,177813;
-0,0806953;0,0661391;0,168066;
-0,0805417;0,0660465;0,158357;
-0,0803881;0,0655178;0,149321;
-0,0802345;0,066573;0,140412;
-0,0800809;0,0660325;0,132376;
-0,0799273;0,0659932;0,124529;
-0,0797737;0,0655857;0,117419;
-0,0796201;0,0662138;0,111076;
-0,0794665;0,065828;0,105464;
-0,0793129;0,0654127;0,0993987;
-0,0791593;0,0661432;0,0947974;
-0,0790057;0,0666827;0,0918635;
-0,0788522;0,0664043;0,0902333;
-0,0786986;0,0660794;0,0890735;
-0,078545;0,0660054;0,088957;
-0,0783914;0,066535;0,0898094;
-0,0782378;0,0654432;0,0908065;
-0,0780842;0,0654635;0,092807;
-0,0779306;0,0641947;0,0955711;
-0,077777;0,0640717;0,100057;
-0,0776234;0,0635992;0,104382;
-0,0774698;0,0631413;0,109957;
-0,0773162;0,0628256;0,116381;
-0,0771626;0,0645281;0,124552;
-0,077009;0,064354;0,133241;
-0,0768554;0,0645756;0,142717;
-0,0767018;0,0653497;0,153093;
-0,0765482;0,0662188;0,163884;
-0,0763946;0,065928;0,175924;
-0,076241;0,0663578;0,187077;
-0,0760874;0,0664417;0,198309;
-0,0759338;0,0659123;0,208878;
-0,0757802;0,0655486;0,218335;
-0,0756266;0,0656257;0,226915;
-0,075473;0,0676543;0,235199;
-0,0753195;0,0683089;0,244537;
-0,0751659;0,0685558;0,253134;
-0,0750123;0,0700506;0,26151;
-0,0748587;0,0701523;0,268524;
-0,0747051;0,0700453;0,275401;
-0,0745515;0,0711486;0,282102;
-0,0743979;0,0710268;0,288412;
-0,0742443;0,0724905;0,294791;
-0,0740907;0,0723977;0,300024;
-0,0739371;0,0735069;0,304709;
-0,0737835;0,0743839;0,309326;
-0,0736299;0,076422;0,31363;
-0,0734763;0,0762831;0,316639;
-0,0733227;0,077684;0,319004;
-0,0731691;0,0796384;0,32111;
-0,0730155;0,079557;0,322429;
-0,0728619;0,080493;0,323417;
-0,0727083;0,0806078;0,324698;
-0,0725547;0,0814159;0,325378;
-0,0724011;0,0812017;0,325402;
-0,0722475;0,0833838;0,324357;
-0,0720939;0,0829357;0,323361;
-0,0719403;0,0837512;0,322125;
-0,0717868;0,0834316;0,321106;
-0,0716332;0,0847799;0,320624;
-0,0714796;0,0852077;0,320004;
-0,071326;0,0869741;0,320749;
-0,0711724;0,0867747;0,321229;
-0,0710188;0,0878219;0,32109;
-0,0708652;0,0879725;0,320736;
-0,0707116;0,0889145;0,320152;
-0,070558;0,0894272;0,319003;
-0,0704044;0,0894616;0,318177;
-0,0702508;0,090904;0,3173;
-0,0700972;0,0915913;0,317045;
-0,0699436;0,0920375;0,317213;
-0,06979;0,0938335;0,316966;
-0,0696364;0,0941176;0,316883;
-0,0694828;0,094161;0,316762;
-0,0693292;0,0942394;0,316613;
-0,0691756;0,0946984;0,316171;
-0,069022;0,0958095;0,315821;
-0,0688684;0,0966628;0,314977;
-0,0687148;0,0979625;0,314145;
-0,0685612;0,0982582;0,314666;
-0,0684076;0,0990606;0,316117;
-0,0682541;0,0997216;0,318058;
-0,0681005;0,100307;0,320972;
-0,0679469;0,101664;0,32453;
-0,0677933;0,101928;0,328468;
-0,0676397;0,102883;0,332768;
-0,0674861;0,104135;0,336975;
-0,0673325;0,105615;0,342232;
-0,0671789;0,106785;0,347788;
-0,0670253;0,107492;0,352827;
-0,0668717;0,107556;0,35874;
-0,0667181;0,107406;0,364993;
-0,0665645;0,108481;0,37144;
-0,0664109;0,109476;0,378802;
-0,0662573;0,110415;0,387397;
-0,0661037;0,11162;0,395777;
-0,0659501;0,112248;0,40502;
-0,0657965;0,113773;0,415051;
-0,0656429;0,113921;0,425508;
-0,0654893;0,115435;0,43619;
-0,0653357;0,115059;0,446731;
-0,0651821;0,116842;0,456527;
-0,0650285;0,117061;0,466718;
-0,0648749;0,118567;0,476432;
-0,0647214;0,119896;0,486064;
-0,0645678;0,121198;0,494531;
-0,0644142;0,121101;0,502924;
-0,0642606;0,122661;0,510421;
-0,064107;0,122678;0,517415;
-0,0639534;0,123244;0,523894;
-0,0637998;0,125834;0,529662;
-0,0636462;0,128003;0,534595;
-0,0634926;0,130418;0,539285;
-0,063339;0,130866;0,543691;
-0,0631854;0,132929;0,547622;
-0,0630318;0,135125;0,550317;
-0,0628782;0,136961;0,551691;
-0,0627246;0,139681;0,55308;
-0,062571;0,141108;0,554133;
-0,0624174;0,141853;0,555173;
-0,0622638;0,144501;0,556231;
-0,0621102;0,144944;0,556743;
-0,0619566;0,147373;0,557399;
-0,061803;0,149098;0,558337;
-0,0616494;0,151076;0,559324;
-0,0614958;0,152336;0,559512;
-0,0613423;0,15418;0,559999;
-0,0611887;0,155458;0,560205;
-0,0610351;0,156989;0,559696;
-0,0608815;0,158618;0,559047;
-0,0607279;0,159912;0,558133;
-0,0605743;0,162251;0,556718;
-0,0604207;0,162918;0,555155;
-0,0602671;0,164084;0,553276;
-0,0601135;0,164511;0,552395;
-0,0599599;0,165938;0,550208;
-0,0598063;0,166118;0,547742;
-0,0596527;0,167864;0,545402;
-0,0594991;0,168123;0,543005;
-0,0593455;0,169606;0,539941;
-0,0591919;0,17038;0,536417;
-0,0590383;0,171467;0,532873;
-0,0588847;0,172418;0,530697;
-0,0587311;0,173687;0,528606;
-0,0585775;0,175659;0,526827;
-0,0584239;0,176612;0,525662;
-0,0582703;0,179286;0,525363;
-0,0581167;0,180079;0,52578;
-0,0579631;0,181497;0,527632;
-0,0578096;0,183492;0,530822;
-0,057656;0,184187;0,535111;
-0,0575024;0,185444;0,539824;
-0,0573488;0,187111;0,544391;
-0,0571952;0,189222;0,550063;
-0,0570416;0,19229;0,555915;
-0,056888;0,195099;0,56189;
-0,0567344;0,196459;0,568691;
-0,0565808;0,197712;0,576041;
-0,0564272;0,199526;0,583589;
-0,0562736;0,200836;0,591374;
-0,05612;0,203088;0,599637;
-0,0559664;0,204598;0,608941;
-0,0558128;0,205005;0,617752;
-0,0556592;0,206716;0,627328;
-0,0555056;0,209007;0,637491;
-0,055352;0,209469;0,647919;
-0,0551984;0,210183;0,658301;
-0,0550448;0,211607;0,670403;
-0,0548912;0,212679;0,683083;
-0,0547376;0,214685;0,695095;
-0,054584;0,217624;0,706913;
-0,0544304;0,219126;0,718541;
-0,0542769;0,220964;0,730046;
-0,0541233;0,22102;0,742082;
-0,0539697;0,223855;0,754413;
-0,0538161;0,226153;0,766265;
-0,0536625;0,227037;0,777649;
-0,0535089;0,229636;0,788028;
-0,0533553;0,231915;0,798184;
-0,0532017;0,236277;0,807827;
-0,0530481;0,238292;0,817578;
-0,0528945;0,24011;0,826214;
-0,0527409;0,242479;0,834761;
-0,0525873;0,244805;0,841904;
-0,0524337;0,246808;0,848366;
-0,0522801;0,25018;0,854815;
-0,0521265;0,252388;0,860261;
-0,0519729;0,255434;0,865389;
-0,0518193;0,258489;0,869049;
-0,0516657;0,259838;0,871943;
