Distance to edge[mm];ERF values;PSF values;
-0,19304;0,0178931;0,0903644;
-0,192024;0,0181093;0,0926511;
-0,191008;0,0178779;0,09441;
-0,189992;0,018659;0,0952066;
-0,188976;0,018153;0,0959348;
-0,18796;0,0182619;0,0964973;
-0,186944;0,0197914;0,095474;
-0,185928;0,0195062;0,094394;
-0,184912;0,0203848;0,0928891;
-0,183896;0,0204478;0,0916262;
-0,18288;0,0203574;0,0910658;
-0,181864;0,0214471;0,0903678;
-0,180848;0,0221414;0,0899864;
-0,179832;0,0225335;0,0893778;
-0,178816;0,0227995;0,0896643;
-0,1778;0,0233568;0,0902318;
-0,176784;0,0243967;0,088896;
-0,175768;0,02428;0,0856209;
-0,174752;0,02401;0,0817812;
-0,173736;0,0244041;0,0778996;
-0,17272;0,0241723;0,0731006;
-0,171704;0,0241332;0,0693909;
-0,170688;0,0253393;0,0667121;
-0,169672;0,0245594;0,0629317;
-0,168656;0,0247649;0,0591609;
-0,16764;0,0246796;0,0565314;
-0,166624;0,0249785;0,0547706;
-0,165608;0,025688;0,0559348;
-0,164592;0,0265095;0,0586824;
-0,163576;0,026163;0,0620719;
-0,16256;0,0242958;0,0682823;
-0,161544;0,0238197;0,0754891;
-0,160528;0,0238959;0,0828069;
-0,159512;0,0247811;0,0901886;
-0,158496;0,0249832;0,0979072;
-0,15748;0,0255437;0,106401;
-0,156464;0,0262321;0,114185;
-0,155448;0,0267777;0,121593;
-0,154432;0,0272537;0,12827;
-0,153416;0,0283306;0,131968;
-0,1524;0,0307736;0,135346;
-0,151384;0,0315522;0,137693;
-0,150368;0,0336515;0,139119;
-0,149352;0,0344801;0,139226;
-0,148336;0,0351341;0,137189;
-0,14732;0,0367717;0,132597;
-0,146304;0,0363257;0,126571;
-0,145288;0,0371458;0,119432;
-0,144272;0,0383087;0,110037;
-0,143256;0,0384771;0,102909;
-0,14224;0,0389856;0,0967857;
-0,141224;0,0389962;0,0925659;
-0,140208;0,0393166;0,0900069;
-0,139192;0,0397274;0,0894993;
-0,138176;0,0402184;0,0906624;
-0,13716;0,041263;0,0940289;
-0,136144;0,0418449;0,100911;
-0,135128;0,0421263;0,108928;
-0,134112;0,0424783;0,118737;
-0,133096;0,0427008;0,128692;
-0,13208;0,0429798;0,138134;
-0,131064;0,0431065;0,14713;
-0,130048;0,0432216;0,15511;
-0,129032;0,0456765;0,162168;
-0,128016;0,0499173;0,167737;
-0,127;0,0507255;0,17308;
-0,125984;0,0519981;0,176306;
-0,124968;0,0533744;0,17759;
-0,123952;0,0549954;0,178097;
-0,122936;0,0563844;0,178264;
-0,12192;0,0586267;0,176489;
-0,120904;0,0610735;0,172333;
-0,119888;0,0618054;0,168335;
-0,118872;0,0624508;0,162921;
-0,117856;0,0633813;0,15671;
-0,11684;0,0636621;0,150297;
-0,115824;0,0650796;0,144135;
-0,114808;0,0664708;0,139551;
-0,113792;0,0667664;0,139418;
-0,112776;0,0688781;0,14317;
-0,11176;0,0705873;0,149088;
-0,110744;0,0701718;0,157124;
-0,109728;0,0720524;0,167873;
-0,108712;0,0737102;0,181724;
-0,107696;0,0749915;0,198139;
-0,10668;0,0755908;0,214991;
-0,105664;0,077745;0,232823;
-0,104648;0,0810034;0,250565;
-0,103632;0,0816336;0,265629;
-0,102616;0,0841614;0,279375;
-0,1016;0,0871913;0,292195;
-0,100584;0,090579;0,303704;
-0,099568;0,0949103;0,314995;
-0,098552;0,0993821;0,324405;
-0,097536;0,102442;0,330856;
-0,09652;0,10711;0,337457;
-0,095504;0,111813;0,34156;
-0,094488;0,113742;0,344447;
-0,093472;0,117561;0,34824;
-0,092456;0,120432;0,351414;
-0,09144;0,123141;0,353849;
-0,090424;0,127145;0,355958;
-0,089408;0,130641;0,359262;
-0,088392;0,133523;0,364512;
-0,087376;0,137634;0,369165;
-0,08636;0,141945;0,376014;
-0,085344;0,146105;0,384775;
-0,084328;0,15039;0,396981;
-0,083312;0,154495;0,412493;
-0,082296;0,159116;0,428846;
-0,08128;0,165034;0,446941;
-0,080264;0,16979;0,466239;
-0,079248;0,175421;0,486722;
-0,078232;0,18023;0,508077;
-0,077216;0,185778;0,532054;
-0,0762;0,191086;0,555942;
-0,075184;0,197017;0,580194;
-0,074168;0,203705;0,604537;
-0,073152;0,211038;0,628108;
-0,072136;0,217108;0,652212;
-0,07112;0,224731;0,676421;
-0,070104;0,233816;0,700786;
-0,069088;0,243073;0,724031;
-0,068072;0,251337;0,746321;
-0,067056;0,259709;0,766553;
-0,06604;0,269621;0,785332;
-0,065024;0,278449;0,802767;
-0,064008;0,289376;0,818619;
-0,062992;0,298792;0,832252;
-0,061976;0,307387;0,845066;
-0,06096;0,316633;0,857403;
-0,059944;0,326378;0,868529;
-0,058928;0,336569;0,878542;
-0,057912;0,347632;0,888284;
-0,056896;0,358487;0,897699;
-0,05588;0,3685;0,905771;
-0,054864;0,37972;0,913215;
-0,053848;0,389791;0,921282;
-0,052832;0,400529;0,929746;
-0,051816;0,411168;0,93783;
-0,0508;0,42287;0,945292;
-0,049784;0,434763;0,952493;
-0,048768;0,446597;0,959129;
-0,047752;0,457225;0,966498;
-0,046736;0,469636;0,972542;
-0,04572;0,480075;0,977509;
-0,044704;0,490972;0,982138;
-0,043688;0,502134;0,987043;
-0,042672;0,514117;0,99125;
-0,041656;0,525524;0,995565;
-0,04064;0,536666;0,998826;
-0,039624;0,548431;1;
-0,038608;0,562007;0,998656;
-0,037592;0,574223;0,995369;
-0,036576;0,585239;0,990851;
-0,03556;0,596239;0,984361;
-0,034544;0,608491;0,976483;
-0,033528;0,621003;0,966467;
-0,032512;0,632411;0,953904;
-0,031496;0,643515;0,939682;
-0,03048;0,653751;0,925232;
-0,029464;0,664539;0,910839;
-0,028448;0,67567;0,89698;
-0,027432;0,685871;0,8832;
-0,026416;0,696541;0,868733;
-0,0254;0,70587;0,854129;
-0,024384;0,714626;0,840013;
-0,023368;0,723759;0,82686;
-0,022352;0,734184;0,814678;
-0,021336;0,742903;0,801636;
-0,02032;0,75198;0,788138;
-0,019304;0,761375;0,774246;
-0,018288;0,770754;0,760214;
-0,017272;0,78001;0,745314;
-0,016256;0,789498;0,728315;
-0,01524;0,79816;0,710337;
-0,014224;0,806835;0,690309;
-0,013208;0,812957;0,670395;
-0,012192;0,819938;0,650235;
-0,011176;0,827011;0,629527;
-0,01016;0,834873;0,607614;
-0,00914398;0,841537;0,584904;
-0,00812798;0,848062;0,562855;
-0,00711198;0,854563;0,540891;
-0,00609598;0,860466;0,520744;
-0,00507998;0,865359;0,500999;
-0,00406398;0,870046;0,481723;
-0,00304798;0,875514;0,463782;
-0,00203198;0,880977;0,447065;
-0,00101598;0,885628;0,432281;
2,1304e-08;0,890376;0,41908;
0,00101602;0,894537;0,407386;
0,00203202;0,899733;0,395796;
0,00304802;0,903897;0,385256;
0,00406402;0,907652;0,37484;
0,00508002;0,910705;0,365163;
0,00609602;0,914915;0,355274;
0,00711202;0,918042;0,344106;
0,00812802;0,920821;0,332983;
0,00914402;0,925101;0,32149;
0,01016;0,927938;0,309773;
0,011176;0,930425;0,297869;
0,012192;0,934605;0,285504;
0,013208;0,938213;0,274463;
0,014224;0,941739;0,263521;
0,01524;0,944343;0,253303;
0,016256;0,946741;0,245021;
0,017272;0,947849;0,236694;
0,018288;0,949907;0,228774;
0,019304;0,949795;0,220997;
0,02032;0,952538;0,212411;
0,021336;0,954145;0,205177;
0,022352;0,956411;0,20021;
0,023368;0,958557;0,196404;
0,024384;0,960231;0,194451;
0,0254;0,962089;0,192999;
0,026416;0,963362;0,191254;
0,027432;0,964655;0,190762;
0,028448;0,967319;0,190514;
0,029464;0,969003;0,190322;
0,03048;0,971099;0,190078;
0,031496;0,972329;0,187763;
0,032512;0,972687;0,183486;
0,033528;0,974408;0,177466;
0,034544;0,97644;0,170657;
0,03556;0,977426;0,162652;
0,036576;0,980089;0,156053;
0,037592;0,981275;0,149076;
0,038608;0,982199;0,141934;
0,039624;0,982514;0,1352;
0,04064;0,982626;0,128834;
0,041656;0,98435;0,122966;
0,042672;0,985198;0,118392;
0,043688;0,985601;0,114821;
0,044704;0,987419;0,111638;
0,04572;0,987391;0,10942;
0,046736;0,986816;0,107183;
0,047752;0,987138;0,105232;
0,048768;0,987758;0,103373;
0,049784;0,988096;0,101999;
0,0508;0,988994;0,100054;
0,051816;0,989603;0,098662;
0,052832;0,990694;0,0985361;
0,053848;0,991011;0,0990839;
0,054864;0,992379;0,0986742;
0,05588;0,992766;0,0971843;
0,056896;0,993084;0,0956382;
0,057912;0,993712;0,0941396;
0,058928;0,993271;0,0908767;
0,059944;0,993546;0,0879693;
0,06096;0,994777;0,0848745;
0,061976;0,993896;0,0808985;
0,062992;0,994355;0,0772684;
0,064008;0,993788;0,0734567;
0,065024;0,993945;0,0707528;
0,06604;0,995141;0,0692159;
0,067056;0,99661;0,0687529;
0,068072;0,996654;0,0681393;
0,069088;0,996793;0,0693951;
0,070104;0,994841;0,070471;
0,07112;0,994812;0,0722947;
0,072136;0,995069;0,0733251;
0,073152;0,995149;0,0743073;
0,074168;0,99577;0,0752378;
0,075184;0,996683;0,0749171;
0,0762;0,996343;0,0746958;
0,077216;0,996934;0,0735113;
0,078232;0,996438;0,0712573;
0,079248;0,996282;0,0703222;
0,080264;0,99784;0,0706845;
0,08128;0,998028;0,0723506;
0,082296;0,997845;0,0743898;
0,083312;0,998013;0,0756806;
0,084328;0,998887;0,0765017;
0,085344;0,998046;0,0748037;
0,08636;0,998157;0,0715;
0,087376;0,998021;0,0690348;
0,088392;0,997897;0,0657094;
0,089408;0,997697;0,0628047;
0,090424;0,997383;0,0601393;
0,09144;0,997734;0,0571831;
0,092456;0,998173;0,055037;
0,093472;0,999357;0,0534755;
0,094488;0,99969;0,0507038;
0,095504;1;0,0492334;
0,09652;0,998877;0,0488693;
0,097536;0,9985;0,0491249;
0,098552;0,998345;0,0500209;
0,099568;0,997832;0,0506086;
0,100584;0,995657;0,0518058;
0,1016;0,996157;0,0525601;
0,102616;0,995917;0,0525866;
0,103632;0,996194;0,0521175;
0,104648;0,997085;0,050465;
0,105664;0,99689;0,0507094;
0,10668;0,997209;0,0510429;
0,107696;0,997686;0,052546;
0,108712;0,99649;0,0545601;
0,109728;0,99648;0,0566864;
0,110744;0,997494;0,0583124;
0,11176;0,997702;0,0604997;
0,112776;0,998142;0,0614869;
0,113792;0,996834;0,0614476;
0,114808;0,996013;0,0601124;
0,115824;0,996398;0,0576923;
0,11684;0,9956;0,0535941;
0,117856;0,994427;0,0495252;
0,118872;0,995252;0,0466526;
0,119888;0,995443;0,0450981;
0,120904;0,99698;0,0434406;
0,12192;0,995901;0,0425759;
0,122936;0,996508;0,0417888;
0,123952;0,996549;0,0411177;
0,124968;0,996524;0,0398398;
0,125984;0,996569;0,0402706;
0,127;0,995798;0,0412978;
0,128016;0,993824;0,0421387;
0,129032;0,9925;0,0424511;
0,130048;0,992349;0,0415369;
0,131064;0,992059;0,0396572;
0,13208;0,991398;0,038663;
0,133096;0,991914;0,0372639;
0,134112;0,993969;0,0351893;
0,135128;0,993135;0,0356953;
0,136144;0,992717;0,0370851;
0,13716;0,993238;0,0393204;
0,138176;0,992007;0,0411398;
0,139192;0,992195;0,0434679;
0,140208;0,991861;0,0456174;
0,141224;0,991793;0,0478907;
0,14224;0,991425;0,0498849;
0,143256;0,99108;0,0516328;
0,144272;0,989912;0,0521727;
0,145288;0,989206;0,0525983;
0,146304;0,988482;0,0539484;
0,14732;0,989661;0,05605;
0,148336;0,989505;0,0583165;
0,149352;0,989417;0,0619318;
0,150368;0,991313;0,0669112;
0,151384;0,991613;0,0702913;
0,1524;0,991523;0,0743733;
0,153416;0,991807;0,0763458;
0,154432;0,991228;0,0766942;
0,155448;0,99218;0,0764471;
0,156464;0,992123;0,0750988;
0,15748;0,9918;0,0722316;
0,158496;0,991409;0,0679854;
0,159512;0,990229;0,061917;
0,160528;0,990402;0,0546034;
0,161544;0,991545;0,0470531;
0,16256;0,99213;0,0413329;
0,163576;0,992026;0,0382042;
0,164592;0,992705;0,0357962;
0,165608;0,993024;0,0352437;
0,166624;0,991873;0,0361866;
0,16764;0,990541;0,0361375;
0,168656;0,98894;0,0355098;
0,169672;0,989509;0,0361591;
0,170688;0,988619;0,038531;
0,171704;0,988526;0,0435956;
0,17272;0,987561;0,0486164;
0,173736;0,9874;0,0538916;
0,174752;0,986962;0,0582832;
0,175768;0,987529;0,0626994;
0,176784;0,988159;0,0686058;
0,1778;0,989701;0,0746661;
0,178816;0,989875;0,0795832;
0,179832;0,989888;0,08352;
0,180848;0,98967;0,0856662;
0,181864;0,989557;0,0868315;
0,18288;0,989937;0,0855291;
0,183896;0,990412;0,0813987;
0,184912;0,992004;0,0757924;
0,185928;0,992583;0,0685387;
0,186944;0,992114;0,0609738;
0,18796;0,991129;0,0524828;
0,188976;0,990426;0,0431365;
0,189992;0,989787;0,0354225;
0,191008;0,990407;0,029102;
0,192024;0,990495;0,0253954;
0,19304;0,990306;0,0226832;
0,194056;0,990077;0,0220965;
0,195072;0,989513;0,0238383;
0,196088;0,98852;0,0269116;
0,197104;0,988546;0,0302575;
0,19812;0,986369;0,0356831;
0,199136;0,984771;0,0415553;
0,200152;0,984917;0,0473514;
0,201168;0,984782;0,0550019;
0,202184;0,986331;0,0617689;
0,2032;0,985043;0,066897;
0,204216;0,986006;0,069658;
0,205232;0,98705;0,0714501;
0,206248;0,987516;0,0724286;
0,207264;0,988085;0,0728913;
0,20828;0,988338;0,0718849;
0,209296;0,989497;0,0694721;
0,210312;0,989665;0,0647938;
0,211328;0,987815;0,0588721;
0,212344;0,987247;0,0516856;
0,21336;0,987755;0,0431816;
0,214376;0,986825;0,0338501;
0,215392;0,987258;0,0255517;
0,216408;0,987872;0,0186103;
0,217424;0,986149;0,011581;
0,21844;0,984445;0,00658132;
0,219456;0,983204;0,0017884;
0,220472;0,98339;0;
0,221488;0,983186;0,00108679;
0,222504;0,982889;0,00477523;
0,22352;0,982504;0,0101481;
0,224536;0,981507;0,0168163;
0,225552;0,980445;0,0251373;
0,226568;0,980308;0,0332464;
0,227584;0,979246;0,0407009;
0,2286;0,978464;0,04788;
0,229616;0,978606;0,0557317;
0,230632;0,977552;0,0631055;
0,231648;0,977601;0,0698548;
0,232664;0,978237;0,073862;
0,23368;0,979682;0,0753108;
0,234696;0,980301;0,076527;
0,235712;0,981069;0,0783202;
0,236728;0,982736;0,0801879;
0,237744;0,982714;0,0802469;
0,23876;0,982123;0,0789884;
0,239776;0,982307;0,0756985;
0,240792;0,982295;0,0700607;
0,241808;0,981624;0,0644388;
0,242824;0,980685;0,0590465;
0,24384;0,9801;0,0522306;
0,244856;0,981411;0,0443739;
0,245872;0,981048;0,0372398;
0,246888;0,979993;0,0302318;
0,247904;0,980068;0,0263002;
0,24892;0,980663;0,0221129;
0,249936;0,980352;0,018642;
0,250952;0,979981;0,0161451;
0,251968;0,979078;0,0152549;
0,252984;0,978326;0,0166695;
0,254;0,977738;0,0183798;
0,255016;0,976723;0,0193653;
0,256032;0,976261;0,0219613;
0,257048;0,976322;0,025542;
0,258064;0,975015;0,0282732;
0,25908;0,97367;0,0311251;
0,260096;0,973068;0,0355992;
0,261112;0,973764;0,0420868;
0,262128;0,973581;0,0477401;
0,263144;0,973557;0,0539636;
0,26416;0,972492;0,0610492;
0,265176;0,974238;0,0675051;
0,266192;0,975488;0,0726854;
0,267208;0,975828;0,0780296;
0,268224;0,976208;0,0817171;
0,26924;0,975383;0,0840509;
0,270256;0,974416;0,0843755;
0,271272;0,975599;0,0837533;
0,272288;0,975447;0,0817395;
0,273304;0,974774;0,0794399;
0,27432;0,975759;0,0753982;
0,275336;0,976913;0,0711331;
0,276352;0,977419;0,0670558;
0,277368;0,977338;0,0633357;
0,278384;0,97739;0,0592387;
0,2794;0,977174;0,0571347;
0,280416;0,9773;0,0557917;
0,281432;0,977603;0,0565293;
0,282448;0,97744;0,0566719;
0,283464;0,976023;0,0557203;
0,28448;0,975706;0,0551092;
